finished construction of 8 == 16376
analyzed node 16375 of 8
finished analysis of 8
--- interactions
5	3	0.032355
9	3	0.000000
9	5	0.000001
10	3	0.000000
10	5	0.000000
10	9	0.807583
11	3	0.000000
11	5	0.000000
11	9	0.807597
11	10	0.262440
12	3	0.000000
12	5	0.000000
12	9	0.807482
12	10	0.262406
12	11	0.262407
24	3	0.000000
24	5	0.000000
24	9	0.000001
24	10	0.000000
24	11	0.000000
24	12	0.000000
25	3	0.000000
25	5	0.000000
25	9	0.000001
25	10	0.000000
25	11	0.000000
25	12	0.000000
25	24	0.004919
26	3	0.000000
26	5	0.000000
26	9	0.000000
26	10	0.000000
26	11	0.000000
26	12	0.000000
26	24	0.000000
26	25	0.000000
27	3	0.000000
27	5	0.000000
27	9	0.000000
27	10	0.000000
27	11	0.000000
27	12	0.000000
27	24	0.000000
27	25	0.000000
27	26	0.000124
30	3	0.000000
30	5	0.000000
30	9	0.000001
30	10	0.000000
30	11	0.000000
30	12	0.000000
30	24	0.002736
30	25	0.002736
30	26	0.000000
30	27	0.000000
31	3	0.000000
31	5	0.000000
31	9	0.000001
31	10	0.000000
31	11	0.000000
31	12	0.000000
31	24	0.002736
31	25	0.002736
31	26	0.000000
31	27	0.000000
31	30	0.423860
33	3	0.000000
33	5	0.000000
33	9	0.000001
33	10	0.000000
33	11	0.000000
33	12	0.000000
33	24	0.004794
33	25	0.004794
33	26	0.000000
33	27	0.000000
33	30	0.342882
33	31	0.342882
43	3	0.000000
43	5	0.000000
43	9	0.001946
43	10	0.001258
43	11	0.001258
43	12	0.001257
43	24	0.000000
43	25	0.000000
43	26	0.000000
43	27	0.000000
43	30	0.000000
43	31	0.000000
43	33	0.000000
49	3	0.000000
49	5	0.000000
49	9	0.000000
49	10	0.000000
49	11	0.000000
49	12	0.000000
49	24	0.000000
49	25	0.000000
49	26	0.000000
49	27	0.000000
49	30	0.000000
49	31	0.000000
49	33	0.000000
49	43	0.000000
50	3	0.000000
50	5	0.000000
50	9	0.000000
50	10	0.000000
50	11	0.000000
50	12	0.000000
50	24	0.000000
50	25	0.000000
50	26	0.000000
50	27	0.000000
50	30	0.000000
50	31	0.000000
50	33	0.000000
50	43	0.000000
50	49	0.000000
52	3	0.000000
52	5	0.000000
52	9	0.000000
52	10	0.000000
52	11	0.000000
52	12	0.000000
52	24	0.000001
52	25	0.000001
52	26	0.000000
52	27	0.000000
52	30	0.000000
52	31	0.000000
52	33	0.000000
52	43	0.000000
52	49	0.000000
52	50	0.000000
55	3	0.000000
55	5	0.000000
55	9	0.000000
55	10	0.000000
55	11	0.000000
55	12	0.000000
55	24	0.000000
55	25	0.000000
55	26	0.000000
55	27	0.000000
55	30	0.000000
55	31	0.000000
55	33	0.000000
55	43	0.000000
55	49	0.000000
55	50	0.000000
55	52	0.001474
---
total time for IBG construction and analysis: 124048.013 seconds
Total whatif calls: 9884
